"STATION","STATION_NAME","ELEVATION","LATITUDE","LONGITUDE","DATE","TPCP","EMXT","EMNT","MMXT","MMNT","MNTM"
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-01-01,2.87,69,6,41.5,24.2,32.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-02-01,1.19,64,14,46,24.7,35.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-03-01,6.03,68,14,47.8,28.2,38
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-04-01,2.08,85,30,66.4,38.8,52.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-05-01,2.68,91,32,70.9,44.2,57.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-06-01,0.73,97,48,86.4,58.6,72.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-07-01,5.17,96,60,88.4,66.1,77.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-08-01,2.34,98,54,86.7,65.6,76.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-09-01,0.03,92,41,84.3,56.9,70.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-10-01,6.06,82,29,64.8,45.6,55.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2005-12-01,2.1,60,6,40,22.7,31.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-01-01,3.85,68,20,49.1,28.3,38.7
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-02-01,1.35,64,11,44.8,25,34.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-03-01,0.22,83,23,54,31.1,42.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-04-01,2.46,83,29,68.7,41.1,54.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-05-01,2.1,96,37,73,47.1,60.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-06-01,9.29,94,46,83.3,59.1,71.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-07-01,4.93,95,55,87.4,65.7,76.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-08-01,1.32,98,51,89,64.1,76.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-09-01,5.94,87,44,74.9,55.2,65.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-10-01,4.16,84,29,65,44,54.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-11-01,3.43,78,23,58.5,37.4,48
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2006-12-01,2.5,74,18,53.4,29.2,41.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-01-01,1.28,67,13,46.8,27.2,37
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-02-01,0.69,58,4,36.1,16.3,26.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-03-01,NA,76,19,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-04-01,3.77,88,28,61.4,39.1,50.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-06-01,3.38,97,51,85,58.7,71.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-07-01,1.24,97,53,87.9,61.1,74.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-09-01,2.32,92,40,82.3,55.1,68.7
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-10-01,4.03,91,32,74.1,49.7,61.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-11-01,2.14,73,22,53.9,32.9,43.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2007-12-01,3.18,60,10,43.5,28.2,35.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-01-01,1.96,72,9,43.7,23.9,33.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-02-01,2.78,68,8,42.1,24.1,33.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-03-01,2.12,72,19,53.3,31.3,42.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-04-01,5.62,83,32,66.3,42.7,54.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-05-01,4.85,84,35,70.3,44.3,57.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-06-01,3.15,95,46,84.2,59.4,71.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-07-01,3.75,92,58,86,62.7,74.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-08-01,1.41,90,51,82.4,58.5,70.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-09-01,3.12,90,41,79,55.1,67.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-10-01,1.09,84,29,66.2,39.8,53
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-11-01,1.87,75,18,52.5,33.8,43.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2008-12-01,5.44,67,13,43.7,25.5,34.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-01-01,2.15,50,1,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-02-01,0.41,68,12,45.7,23.5,34.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-03-01,1.51,76,13,53,30.1,41.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-04-01,3.11,93,29,65.6,39.4,52.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-05-01,4.67,87,36,72,50,61
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-06-01,4.93,89,44,80.2,58,69.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-07-01,3.86,92,53,82.6,59.7,71.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-08-01,2.62,94,56,85.9,64.2,75.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-09-01,1.6,88,46,76.6,56.3,66.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-10-01,3.99,80,30,64.4,42,53.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-11-01,1.77,75,26,58.3,37.3,47.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2009-12-01,6.06,58,10,41.3,24.5,32.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-01-01,2.62,60,6,38.5,22.6,30.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-02-01,2.23,51,2,37.4,20.9,29.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-03-01,4.16,75,24,57,34.9,46
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-04-01,1.34,94,34,69.6,41,55.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-05-01,3.59,90,34,75.6,52,63.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-06-01,1.54,94,49,85.1,62.9,74
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-07-01,0.93,101,51,92.2,64.5,78.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-08-01,1.41,99,54,88.3,64.1,76.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-09-01,3,100,46,84.7,54.3,69.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-10-01,1.85,81,30,67.5,43.3,55.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-11-01,3.27,66,16,56.1,29.5,42.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2010-12-01,3.07,60,10,36.1,21.3,28.7
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2011-01-01,1.33,50,2,35.6,16.4,26
"COOP:189570","WILLIAMSPORT MD US","109.7","39.60389","-77.83583",2011-02-01,3.32,74,8,44.2,21.4,32.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-03-01,5.67,78,18,54,28.6,41.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-04-01,8.75,86,28,65.6,42.4,54
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-05-01,5.74,95,40,75.6,53.8,64.7
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-06-01,2.64,95,49,84.4,61.6,73
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-07-01,2.39,102,56,90.7,65.8,78.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-08-01,3.87,96,52,85.6,62.5,74.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-09-01,7.39,87,44,77,60.7,68.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-10-01,4.98,78,29,64,44.5,54.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-11-01,4.05,70,25,58.8,34.9,46.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2011-12-01,3.53,62,20,48.9,29.5,39.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2012-01-01,1.68,67,11,43.7,25.1,34.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2012-02-01,1.26,70,20,50.8,28,39.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6039","-77.8358",2012-03-01,2.71,82,22,64.4,37.5,51
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-04-01,2.34,87,32,66.1,39.6,52.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-05-01,5.09,90,42,79.3,56.5,67.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-06-01,2.49,101,48,82.4,57.5,70
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-07-01,NA,97,62,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-08-01,5.66,92,58,85.9,63.7,74.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-09-01,NA,94,39,80,54.2,67.1
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-10-01,3.67,80,30,65.4,44,54.7
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-11-01,0.82,67,23,51.7,30.9,41.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2012-12-01,2.98,72,20,48.4,31.3,39.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-01-01,2.82,67,10,42.3,24.5,33.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-02-01,1.41,64,14,40.7,23.8,32.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-03-01,1.43,64,25,48,29.7,38.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-04-01,2.5,85,22,66.1,40.4,53.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-05-01,2.68,92,33,73.2,48.3,60.7
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-06-01,4.13,94,51,83.5,61.3,72.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-07-01,3.27,97,56,86.3,65.8,76
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-08-01,2.86,88,50,81.8,61.8,71.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-09-01,2.15,92,42,77.3,54.4,65.8
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-10-01,7.67,87,30,67.3,46.7,57
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-11-01,2.13,73,17,52,32,42
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2013-12-01,4.87,66,18,44,28.8,36.4
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-01-01,1.56,52,0,33.8,15.3,24.6
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-02-01,4,57,6,39.4,22.7,31
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-03-01,3.58,70,3,46.3,26.8,36.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-04-01,3.29,84,28,64.6,41.3,52.9
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-05-01,4.8,86,41,74.5,51.9,63.2
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-06-01,5.05,93,50,82.3,60.4,71.3
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-07-01,3.75,93,54,85.2,63.8,74.5
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-08-01,4.76,84,56,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-09-01,1.45,86,72,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-11-01,NA,55,30,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2014-12-01,2.41,58,35,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-01-01,2.02,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-02-01,0.18,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-03-01,2.75,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-04-01,2.92,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-05-01,2.21,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-06-01,6.91,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-07-01,2.04,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-08-01,3.29,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-09-01,1.09,NA,NA,NA,NA,NA
"COOP:189570","WILLIAMSPORT MD US","109.7","39.6109","-77.8471",2015-10-01,1.77,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-05-01,3.1,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-06-01,2.54,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-07-01,6.31,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-08-01,5.73,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-09-01,2.38,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-10-01,3.23,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-11-01,3.71,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2007-12-01,7.53,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-01-01,3.56,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-02-01,3.85,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-03-01,4.37,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-04-01,3.25,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-05-01,6.79,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-06-01,5.69,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-07-01,7.4,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-08-01,2.09,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-09-01,1.71,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-10-01,1.47,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-11-01,2.33,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2008-12-01,4.64,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-01-01,4,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-02-01,2.06,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-03-01,1.62,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-04-01,3.83,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-05-01,5.12,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-06-01,5.57,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-07-01,4.88,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-08-01,3.73,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-09-01,2.03,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-10-01,3.1,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-11-01,0.71,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2009-12-01,4.62,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-01-01,4.12,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-02-01,4.49,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-03-01,2.27,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-04-01,1.63,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-05-01,4.51,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-06-01,6.28,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-07-01,2.02,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-08-01,1.57,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-09-01,2.17,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-10-01,3,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-11-01,2.93,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2010-12-01,2.6,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-01-01,2.27,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-02-01,3.72,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-03-01,4.65,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-04-01,7.64,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-05-01,3.54,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-06-01,4.11,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-07-01,6.89,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-08-01,3.47,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-09-01,5.78,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-10-01,5.7,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-11-01,4.28,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.47889","-79.6275",2011-12-01,3.72,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-02-01,4.62,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-03-01,1.99,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-04-01,2.32,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-05-01,5.84,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-06-01,7.37,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-07-01,7.86,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-08-01,6.58,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-09-01,6.68,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-10-01,3.62,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-11-01,6.21,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2003-12-01,2.93,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-01-01,4.24,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-02-01,3.09,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-03-01,4.85,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-04-01,5.59,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-05-01,4.78,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-06-01,4.65,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-07-01,3.33,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-08-01,5.95,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-09-01,4.54,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-10-01,3.98,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-11-01,3.51,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2004-12-01,2.89,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-01-01,6.42,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-02-01,2.93,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-03-01,3.89,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-04-01,3.4,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-05-01,3.65,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-06-01,2.08,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-07-01,5,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-08-01,4.67,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-09-01,1.03,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-10-01,5.09,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-11-01,5.32,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2005-12-01,2.96,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2006-01-01,4.85,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2006-02-01,0.94,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2006-03-01,3.64,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2006-04-01,4.17,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2006-05-01,3.33,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2006-06-01,4.51,NA,NA,NA,NA,NA
"COOP:460094","ALBRIGHT WV US","371.6","39.4789","-79.6276",2006-07-01,4.59,NA,NA,NA,NA,NA
